Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343.0,600.0,1.0,0.0,256.0,1.0,4.8,1,923,134.0,349.0,48.0,61.0,NRIM/CDS/No4B/1986 ABN
18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343.0,600.0,1.0,0.0,256.0,1.0,4.8,1,973,119.0,292.0,55.0,61.0,NRIM/CDS/No4B/1986 ABN
18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343.0,600.0,1.0,0.0,256.0,1.0,4.8,1,1023,114.0,230.0,68.0,70.0,NRIM/CDS/No4B/1986 ABN
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,298,285.0,560.0,73.0,81.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,373,192.0,466.0,59.0,80.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,473,191.0,436.0,44.0,73.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,573,184.0,439.0,46.0,71.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,673,156.0,441.0,45.0,66.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,773,154.0,428.0,44.0,66.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,823,140.0,420.0,43.0,62.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,873,156.0,401.0,44.0,68.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,923,143.0,379.0,38.0,66.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,973,126.0,339.0,41.0,61.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,,,,,119.4282229,1.0,3.0,1,1023,173.0,273.0,45.0,49.0,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,298,250.0,590.0,67.0,80.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,373,230.0,491.0,54.0,78.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,473,211.0,450.0,42.0,76.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,573,207.0,450.0,41.0,73.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,673,186.0,459.0,39.0,69.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,773,183.0,448.0,42.0,68.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,823,167.0,435.0,39.0,65.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,873,184.0,413.0,34.0,64.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,923,166.0,400.0,35.0,62.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,973,160.0,350.0,36.0,47.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,,,,,147.0333894,1.0,3.0,1,1023,166.0,286.0,39.0,57.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,298,255.0,580.0,67.0,90.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,373,231.0,480.0,55.0,79.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,473,221.0,443.0,42.0,76.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,573,193.0,441.0,41.0,72.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,673,190.0,451.0,41.0,70.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,773,184.0,437.0,40.0,67.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,823,171.0,426.0,39.0,65.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,873,167.0,408.0,38.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,923,163.0,375.0,35.0,54.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,973,156.0,344.0,31.0,42.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,,,,,238.8564458,1.0,3.0,1,1023,158.0,232.0,42.0,63.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,298,280.0,590.0,59.0,77.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,373,260.0,509.0,47.0,76.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,473,234.0,467.0,40.0,73.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,573,249.0,459.0,36.0,69.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,673,194.0,472.0,39.0,69.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,773,217.0,454.0,38.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,823,211.0,446.0,35.0,63.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,873,200.0,421.0,37.0,68.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,923,199.0,385.0,35.0,59.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,973,186.0,323.0,33.0,53.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,1023,174.0,261.0,31.0,48.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,298,270.0,590.0,59.0,77.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,373,268.0,505.0,45.0,76.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,473,244.0,462.0,40.0,73.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,573,223.0,457.0,37.0,71.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,673,202.0,462.0,39.0,68.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,773,224.0,454.0,36.0,68.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,823,196.0,440.0,35.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,873,188.0,426.0,37.0,67.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,923,178.0,378.0,38.0,59.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,973,191.0,299.0,34.0,42.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,1023,171.0,252.0,42.0,44.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,298,310.0,600.0,60.0,77.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,373,254.0,518.0,47.0,74.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,473,244.0,477.0,41.0,76.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,573,228.0,480.0,40.0,72.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,673,218.0,482.0,38.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,773,237.0,477.0,37.0,63.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,823,212.0,471.0,36.0,64.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,873,211.0,445.0,35.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,923,193.0,405.0,37.0,57.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,973,185.0,339.0,34.0,41.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453.0,,1.0,0.0,1024.0,1.0,3.0,1,1023,183.0,270.0,37.0,50.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
18.02,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,298,220.0,560.0,69.0,80.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
18.02,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,373,187.0,471.0,52.0,78.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,473,181.0,437.0,44.0,77.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,573,164.0,434.0,41.0,73.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,673,158.0,442.0,44.0,67.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,773,150.0,431.0,41.0,69.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,823,143.0,429.0,42.0,65.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,873,139.0,398.0,38.0,68.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,923,138.0,378.0,37.0,57.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,973,137.0,321.0,29.0,37.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393.0,600.0,1.0,0.0,256.0,1.0,4.5,1,1023,132.0,257.0,33.0,40.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,298,225.0,550.0,66.0,82.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,373,204.0,472.0,52.0,77.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,473,183.0,439.0,44.0,73.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,573,177.0,439.0,42.0,72.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,673,166.0,444.0,42.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,773,161.0,436.0,38.0,69.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,823,155.0,432.0,42.0,66.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393.0,600.0,1.0,0.0,445.7218884,1.0,4.5,1,873,142.0,409.0,40.0,62.0,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
